"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G620","2019-07-11 00:00:00","110.000","164.000","1.200","25.200","0.990","997.100","-99.000","18.500","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0X110","2019-07-11 00:00:00","20.000","158.000","2.000","25.800","0.990","1007.500","-99.000","113.500","-99.000","-99.000","-99.000","31.700","","24.900",""
"C0S980","2019-07-11 00:00:00","901.000","268.000","1.300","22.400","0.950","910.500","-99.000","1.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O860","2019-07-11 00:00:00","38.000","127.000","2.100","25.400","0.990","1004.700","-99.000","54.000","-99.000","-99.000","-99.000","31.000","","25.000",""
"C0U950","2019-07-11 00:00:00","1012.000","20.000","1.900","21.700","0.980","899.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","21.200",""
"C0R260","2019-07-11 00:00:00","76.000","32.000","2.300","25.500","0.990","1000.600","-99.000","38.500","-99.000","-99.000","-99.000","31.500","","25.500",""
"C0X270","2019-07-11 00:00:00","33.000","138.000","1.100","24.600","1.000","1006.300","-99.000","84.000","-99.000","-99.000","-99.000","29.500","","24.300",""
"C0G880","2019-07-11 00:00:00","92.000","99.000","1.800","26.200","0.880","998.900","-99.000","21.500","-99.000","-99.000","-99.000","32.900","","25.100",""
"C0R520","2019-07-11 00:00:00","18.000","42.000","2.900","25.500","0.990","1009.100","-99.000","40.000","-99.000","-99.000","-99.000","31.300","","25.100",""
"C0O810","2019-07-11 00:00:00","161.000","0.000","0.000","24.800","0.990","994.500","-99.000","28.500","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0E790","2019-07-11 00:00:00","344.000","190.000","1.600","26.500","0.890","969.500","-99.000","4.000","-99.000","-99.000","-99.000","31.100","","25.900",""
"C0F9Y0","2019-07-11 00:00:00","3313.000","215.000","6.000","9.300","1.000","687.400","-99.000","0.000","-99.000","-99.000","-99.000","16.500","","6.700",""
"C0A9B0","2019-07-11 00:00:00","7.000","0.000","0.000","30.200","0.700","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","37.000","","28.700",""
"C0S930","2019-07-11 00:00:00","248.000","0.000","0.100","26.000","0.850","981.100","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M770","2019-07-11 00:00:00","164.000","155.000","1.800","27.000","0.860","989.800","-99.000","14.000","-99.000","-99.000","-99.000","31.200","","24.500",""
"C0V490","2019-07-11 00:00:00","20.000","3.000","1.200","25.800","0.990","-99.000","-99.000","55.500","-99.000","-99.000","-99.000","31.700","","25.600",""
"C0E870","2019-07-11 00:00:00","34.000","212.000","2.500","28.500","0.710","1004.500","-99.000","4.000","-99.000","-99.000","-99.000","33.300","","26.800",""
"C0M800","2019-07-11 00:00:00","440.000","73.000","0.400","23.500","1.000","961.700","-99.000","22.000","-99.000","-99.000","-99.000","29.500","","22.000",""
"C0A570","2019-07-11 00:00:00","360.000","0.000","0.000","23.900","1.000","968.400","-99.000","5.000","-99.000","-99.000","-99.000","33.500","","21.600",""
"C0S790","2019-07-11 00:00:00","236.000","276.000","3.500","26.500","0.770","983.100","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","26.100",""
"C0D590","2019-07-11 00:00:00","143.000","230.000","2.900","27.900","0.760","991.700","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.900",""
"C0U990","2019-07-11 00:00:00","31.000","256.000","1.400","28.100","0.780","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.700",""
"C0M700","2019-07-11 00:00:00","150.000","92.000","3.100","25.000","0.970","992.600","-99.000","21.500","-99.000","-99.000","-99.000","31.200","","24.500",""
"C0A970","2019-07-11 00:00:00","96.000","330.000","3.000","27.600","0.840","997.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.600",""
"CM0110","2019-07-11 00:00:00","7.000","169.000","0.800","26.600","0.840","1007.600","-99.000","41.500","-99.000","-99.000","-99.000","31.800","","26.300",""
"C0S940","2019-07-11 00:00:00","150.000","231.000","1.200","26.800","0.860","991.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X250","2019-07-11 00:00:00","33.000","152.000","2.000","25.900","0.950","1005.400","-99.000","71.500","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0X260","2019-07-11 00:00:00","39.000","183.000","3.400","25.900","0.900","1005.000","-99.000","64.500","-99.000","-99.000","-99.000","31.000","","25.000",""
"C0K500","2019-07-11 00:00:00","12.000","157.000","2.500","26.100","0.930","1006.000","-99.000","37.000","-99.000","-99.000","-99.000","29.600","","25.600",""
"CM0010","2019-07-11 00:00:00","68.000","0.000","0.000","28.000","-99.000","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","25.600",""
"C0O990","2019-07-11 00:00:00","18.000","141.000","1.500","24.400","0.990","1007.000","-99.000","68.000","-99.000","-99.000","-99.000","31.500","","24.400",""
"C0E430","2019-07-11 00:00:00","258.000","0.000","0.000","25.900","0.850","981.300","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","25.300",""
"C0D390","2019-07-11 00:00:00","146.000","0.000","0.000","25.800","0.920","989.300","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","23.400",""
"C0T9F0","2019-07-11 00:00:00","251.000","308.000","0.700","25.500","0.840","980.700","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.300",""
"C0R350","2019-07-11 00:00:00","35.000","217.000","3.700","28.300","-99.000","1004.600","-99.000","4.000","-99.000","-99.000","-99.000","31.200","","27.200",""
"C0K550","2019-07-11 00:00:00","15.000","158.000","1.300","26.100","0.900","1007.200","-99.000","26.000","-99.000","-99.000","-99.000","30.700","","25.600",""
"C0C670","2019-07-11 00:00:00","250.000","165.000","1.200","26.700","0.790","979.700","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.000",""
"C0A980","2019-07-11 00:00:00","11.000","0.000","0.200","29.700","0.690","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","37.300","","27.000",""
"C0UA60","2019-07-11 00:00:00","566.000","61.000","1.100","24.300","0.860","945.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.400",""
"C0V720","2019-07-11 00:00:00","15.000","71.000","1.500","25.700","0.970","-99.000","-99.000","12.000","7.500","63.000","","32.200","","25.700",""
"C0C480","2019-07-11 00:00:00","105.000","0.000","0.000","28.700","0.750","995.400","-99.000","0.000","-99.000","-99.000","-99.000","35.900","","27.400",""
"C0S900","2019-07-11 00:00:00","27.000","219.000","6.000","28.100","0.840","1007.800","-99.000","6.000","14.400","223.000","","30.200","","27.900",""
"C0SA00","2019-07-11 00:00:00","466.000","298.000","2.800","23.200","0.960","956.600","-99.000","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V730","2019-07-11 00:00:00","33.000","34.000","2.600","24.900","0.990","1006.800","-99.000","26.000","-99.000","-99.000","-99.000","31.600","","24.900",""
"C0G730","2019-07-11 00:00:00","27.000","173.000","1.900","26.200","0.950","1005.900","-99.000","11.500","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0Z300","2019-07-11 00:00:00","182.000","0.000","0.000","27.600","0.870","989.200","-99.000","0.000","-99.000","-99.000","-99.000","36.600","","24.100",""
"C0H9A0","2019-07-11 00:00:00","1595.000","277.000","0.800","17.800","0.990","845.400","-99.000","6.000","-99.000","-99.000","-99.000","25.900","","17.800",""
"C0S840","2019-07-11 00:00:00","22.000","207.000","1.300","27.000","0.930","1007.800","-99.000","18.000","-99.000","-99.000","-99.000","32.100","","25.800",""
"C0Z150","2019-07-11 00:00:00","27.000","235.000","2.800","27.500","0.830","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.300",""
"C0W170","2019-07-11 00:00:00","42.000","34.000","2.300","24.000","0.940","1001.300","-99.000","24.500","-99.000","-99.000","-99.000","27.500","","23.300",""
"C0E540","2019-07-11 00:00:00","32.000","179.000","1.300","27.000","0.840","1003.500","-99.000","8.000","-99.000","-99.000","-99.000","33.600","","26.200",""
"C0D660","2019-07-11 00:00:00","65.000","231.000","3.000","28.900","0.720","999.500","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.300",""
"C0U650","2019-07-11 00:00:00","442.000","0.000","0.200","25.100","0.830","959.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.800",""
"C0G810","2019-07-11 00:00:00","26.000","167.000","1.000","26.300","-99.000","1003.300","-99.000","6.500","-99.000","-99.000","-99.000","32.100","","25.900",""
"C0F9Z0","2019-07-11 00:00:00","3193.000","217.000","3.000","10.300","0.980","697.100","-99.000","0.000","-99.000","-99.000","-99.000","17.000","","8.000",""
"C0M410","2019-07-11 00:00:00","245.000","0.000","0.200","24.200","1.000","978.800","-99.000","51.500","-99.000","-99.000","-99.000","29.600","","23.000",""
"C0I410","2019-07-11 00:00:00","180.000","146.000","1.200","25.200","0.940","988.200","-99.000","13.000","-99.000","-99.000","-99.000","32.700","","24.200",""
"C0K250","2019-07-11 00:00:00","12.000","163.000","1.700","25.200","0.960","1007.000","-99.000","17.500","-99.000","-99.000","-99.000","30.600","","25.200",""
"C0AH80","2019-07-11 00:00:00","68.000","0.000","0.000","26.000","0.940","999.200","-99.000","0.000","-99.000","-99.000","-99.000","35.600","","24.000",""
"C0V640","2019-07-11 00:00:00","35.000","148.000","3.700","25.500","0.920","1005.600","-99.000","129.000","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0S920","2019-07-11 00:00:00","98.000","281.000","4.000","27.200","0.750","992.300","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S830","2019-07-11 00:00:00","288.000","205.000","0.400","27.000","0.840","977.200","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","24.800",""
"C0V800","2019-07-11 00:00:00","256.000","0.000","0.000","25.000","0.960","980.000","-99.000","61.000","-99.000","-99.000","-99.000","29.500","","23.400",""
"C0R140","2019-07-11 00:00:00","740.000","175.000","0.300","21.300","1.000","932.300","-99.000","137.000","-99.000","-99.000","-99.000","25.100","","20.600",""
"C0I540","2019-07-11 00:00:00","3344.000","278.000","7.100","9.200","1.000","685.000","-99.000","-99.000","-99.000","-99.000","-99.000","10.100","","7.500",""
"C0K410","2019-07-11 00:00:00","20.000","169.000","2.200","25.900","0.920","1005.400","-99.000","15.000","-99.000","-99.000","-99.000","30.000","","25.400",""
"C0F000","2019-07-11 00:00:00","273.000","135.000","0.500","24.300","1.000","976.500","-99.000","13.000","-99.000","-99.000","-99.000","30.600","","23.900",""
"C0W150","2019-07-11 00:00:00","42.000","222.000","1.600","26.600","0.990","1002.200","-99.000","16.500","-99.000","-99.000","-99.000","28.500","","26.300",""
"C0AH90","2019-07-11 00:00:00","660.000","0.000","0.000","21.900","0.990","938.000","-99.000","0.500","-99.000","-99.000","-99.000","31.100","","18.500",""
"C0F9K0","2019-07-11 00:00:00","30.000","174.000","4.300","27.700","0.800","1002.600","-99.000","11.500","-99.000","-99.000","-99.000","32.400","","26.100",""
"C0H990","2019-07-11 00:00:00","3076.000","214.000","5.500","10.500","0.990","707.300","-99.000","5.000","-99.000","-99.000","-99.000","11.300","","8.300",""
"C0V260","2019-07-11 00:00:00","126.000","0.000","0.000","25.000","0.990","996.400","-99.000","40.000","-99.000","-99.000","-99.000","32.700","","25.000",""
"C0S970","2019-07-11 00:00:00","19.000","273.000","0.800","27.700","0.770","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U940","2019-07-11 00:00:00","25.000","258.000","1.300","27.800","0.800","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.800",""
"C0A860","2019-07-11 00:00:00","362.000","0.000","0.200","24.800","0.930","967.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.800",""
"C0I480","2019-07-11 00:00:00","2165.000","204.000","0.400","15.000","0.950","789.100","-99.000","14.000","-99.000","-99.000","-99.000","19.100","","13.000",""
"CM0150","2019-07-11 00:00:00","11.000","35.000","0.500","26.800","0.810","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.400",""
"C0X080","2019-07-11 00:00:00","2.000","137.000","3.200","25.200","0.980","1008.600","-99.000","35.500","-99.000","-99.000","-99.000","30.800","","24.600",""
"C0AH00","2019-07-11 00:00:00","38.000","0.000","0.000","28.500","0.900","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","26.000",""
"C0V700","2019-07-11 00:00:00","24.000","43.000","3.300","25.900","0.930","1006.100","-99.000","60.000","-99.000","-99.000","-99.000","31.600","","25.600",""
"C0AD00","2019-07-11 00:00:00","86.000","199.000","1.100","29.200","0.810","997.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","28.500",""
"C0O900","2019-07-11 00:00:00","9.000","143.000","3.100","25.300","0.990","1008.500","-99.000","75.000","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0R570","2019-07-11 00:00:00","37.000","7.000","2.400","24.100","1.000","1004.900","-99.000","165.000","-99.000","-99.000","-99.000","31.500","","23.900",""
"C0AG90","2019-07-11 00:00:00","25.000","112.000","0.400","29.600","0.760","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","36.400","","27.000",""
"C0V760","2019-07-11 00:00:00","30.000","80.000","2.100","25.000","1.000","1006.800","-99.000","135.000","-99.000","-99.000","-99.000","32.300","","25.000",""
"C0T9I0","2019-07-11 00:00:00","152.000","208.000","1.700","25.400","0.830","991.900","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.200",""
"C0O980","2019-07-11 00:00:00","18.000","143.000","1.500","24.800","0.990","1008.300","-99.000","70.500","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0R270","2019-07-11 00:00:00","51.000","56.000","1.700","25.700","0.960","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.700",""
"C0T9H0","2019-07-11 00:00:00","725.000","58.000","1.400","22.700","0.990","930.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","22.300",""
"C0A660","2019-07-11 00:00:00","97.000","0.000","0.000","27.000","1.000","995.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.500",""
"C0A890","2019-07-11 00:00:00","40.000","0.000","0.000","26.200","0.960","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","23.500",""
"C0O840","2019-07-11 00:00:00","134.000","131.000","2.000","24.500","1.000","-99.000","-99.000","108.500","-99.000","-99.000","-99.000","28.200","","24.100",""
"C0R530","2019-07-11 00:00:00","16.000","31.000","3.000","24.600","0.990","1007.600","-99.000","16.000","-99.000","-99.000","-99.000","30.400","","24.600",""
"C0G870","2019-07-11 00:00:00","12.000","172.000","1.800","26.100","0.970","1007.700","-99.000","38.500","-99.000","-99.000","-99.000","31.900","","25.700",""
"C0M820","2019-07-11 00:00:00","980.000","223.000","0.500","20.400","0.940","904.600","-99.000","12.500","-99.000","-99.000","-99.000","26.000","","18.900",""
"C0F9S0","2019-07-11 00:00:00","43.000","161.000","3.200","27.200","0.830","1003.500","-99.000","3.000","-99.000","-99.000","-99.000","32.200","","26.500",""
"C0R160","2019-07-11 00:00:00","45.000","68.000","1.800","24.000","0.990","1004.400","-99.000","109.000","-99.000","-99.000","-99.000","31.200","","23.600",""
"C0A950","2019-07-11 00:00:00","60.000","141.000","2.200","29.000","0.800","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.200",""
"C0F9L0","2019-07-11 00:00:00","253.000","184.000","1.200","27.100","0.860","979.500","-99.000","5.500","-99.000","-99.000","-99.000","32.100","","26.200",""
"C0R550","2019-07-11 00:00:00","38.000","29.000","4.000","25.400","1.000","1005.900","-99.000","20.500","-99.000","-99.000","-99.000","31.300","","25.400",""
"C0V530","2019-07-11 00:00:00","34.000","134.000","2.500","24.200","1.000","1005.700","-99.000","121.000","-99.000","-99.000","-99.000","30.500","","23.900",""
"C0E730","2019-07-11 00:00:00","26.000","204.000","0.800","28.500","0.750","1002.700","-99.000","1.500","-99.000","-99.000","-99.000","35.400","","27.600",""
"C0V770","2019-07-11 00:00:00","26.000","45.000","1.300","24.700","0.960","1006.900","-99.000","83.500","-99.000","-99.000","-99.000","31.400","","24.500",""
"C0UA10","2019-07-11 00:00:00","1711.000","327.000","0.700","17.300","1.000","831.200","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","15.000",""
"C0M640","2019-07-11 00:00:00","155.000","123.000","2.700","26.700","0.850","991.200","-99.000","23.000","-99.000","-99.000","-99.000","30.300","","24.600",""
"C0S660","2019-07-11 00:00:00","794.000","234.000","0.700","23.100","0.820","923.500","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","22.300",""
"C0AD40","2019-07-11 00:00:00","32.000","0.000","0.000","27.700","0.840","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","35.500","","25.100",""
"C0UA00","2019-07-11 00:00:00","392.000","304.000","0.900","24.800","0.990","965.800","-99.000","0.000","-99.000","-99.000","-99.000","36.400","","22.000",""
"C0I080","2019-07-11 00:00:00","536.000","0.000","0.000","23.500","0.940","953.000","-99.000","1.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0UA30","2019-07-11 00:00:00","1397.000","242.000","0.300","19.400","0.990","859.700","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","18.700",""
"C0Z270","2019-07-11 00:00:00","343.000","156.000","0.600","26.200","0.780","970.600","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.100",""
"C0G750","2019-07-11 00:00:00","31.000","136.000","2.200","26.200","0.880","1005.600","-99.000","12.500","-99.000","-99.000","-99.000","30.100","","25.600",""
"C0A550","2019-07-11 00:00:00","422.000","0.000","0.000","23.500","1.000","961.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","20.300",""
"C0G830","2019-07-11 00:00:00","27.000","147.000","2.200","26.000","1.000","1003.900","-99.000","14.500","-99.000","-99.000","-99.000","30.800","","26.000",""
"C0E810","2019-07-11 00:00:00","53.000","184.000","1.700","26.000","0.920","1001.600","-99.000","11.000","-99.000","-99.000","-99.000","32.600","","25.600",""
"C0R640","2019-07-11 00:00:00","21.000","51.000","3.900","25.400","0.970","1008.200","-99.000","12.000","-99.000","-99.000","-99.000","31.000","","25.300",""
"C0D580","2019-07-11 00:00:00","120.000","307.000","0.300","27.600","0.770","993.200","-99.000","0.500","-99.000","-99.000","-99.000","32.700","","25.800",""
"C0M660","2019-07-11 00:00:00","40.000","163.000","2.200","26.400","0.900","1004.400","-99.000","21.500","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0K330","2019-07-11 00:00:00","38.000","179.000","0.800","25.800","0.920","1003.900","-99.000","22.000","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0E830","2019-07-11 00:00:00","37.000","170.000","3.000","28.100","0.790","1002.500","-99.000","7.000","-99.000","-99.000","-99.000","33.400","","26.700",""
"C0R420","2019-07-11 00:00:00","504.000","63.000","1.900","24.200","-99.000","948.800","-99.000","30.500","-99.000","-99.000","-99.000","24.400","","22.800",""
